Variable:,hi35
,Ghana,Ashanti,"Brong Ahafo",Central,Eastern,"Greater Accra",Northern,"Upper East","Upper West",Volta,Western
2015,49.41,23.51,18.29,30.21,25.20,11.80,63.64,74.80,62.07,52.25,25.54
2016,54.42,34.96,28.15,45.96,39.43,26.15,60.70,71.21,61.39,63.48,40.45
2017,36.86,17.77,14.06,29.96,18.36,7.75,44.03,67.21,40.33,37.34,21.82
2018,56.77,46.25,40.06,41.89,35.89,16.57,64.11,75.81,62.57,59.25,39.96
2019,58.04,41.50,40.28,44.05,41.65,21.54,67.20,80.98,69.85,59.52,41.75
2020,80.40,57.48,46.75,68.15,58.45,46.28,92.23,112.69,89.80,83.16,62.13
2021,65.69,47.92,36.90,55.47,51.95,31.05,69.71,90.81,63.31,76.26,52.96
2022,68.97,60.68,50.12,70.52,55.59,41.99,76.33,80.67,68.13,72.43,64.60
2023,64.03,60.04,48.50,52.87,53.89,25.23,64.62,71.41,55.13,77.29,56.32
2024,69.98,45.63,39.80,62.02,49.30,39.02,79.89,101.68,79.54,70.96,56.95
2025,80.36,55.16,50.73,71.00,57.66,41.29,90.70,110.12,88.92,87.89,62.91
2026,70.10,56.22,45.57,64.22,53.76,40.70,74.88,86.65,68.75,79.96,61.88
2027,79.77,73.89,65.88,76.05,72.17,48.21,80.02,91.77,73.43,87.12,70.14
2028,73.33,61.26,46.80,77.24,63.58,51.16,77.09,94.92,74.47,78.29,72.64
2029,62.53,52.18,46.33,58.10,51.98,38.18,63.39,81.10,64.79,66.67,47.76
2030,85.77,69.82,59.54,84.29,63.98,46.60,94.43,108.79,84.91,92.34,74.60
2031,99.32,87.31,76.07,108.96,88.55,74.95,104.82,108.61,93.01,108.68,97.53
2032,84.76,71.80,58.01,86.56,67.99,64.86,88.65,112.04,84.34,85.12,77.59
2033,84.10,60.00,49.25,69.49,57.22,38.07,96.03,125.08,102.29,81.63,65.06
2034,97.37,97.46,72.19,119.27,103.76,90.19,88.35,107.30,88.38,114.29,109.48
2035,75.42,64.44,55.06,80.94,69.71,54.83,79.45,86.46,72.78,83.38,72.29
2036,101.41,91.87,81.49,118.55,93.69,88.02,103.17,111.04,88.18,111.74,102.40
2037,107.20,96.11,85.67,109.92,97.43,89.17,107.70,126.65,103.28,117.99,102.41
2038,79.29,59.82,54.87,70.40,59.38,36.81,87.29,101.97,80.94,84.27,61.33
2039,101.09,88.24,78.96,87.43,82.79,72.81,106.77,125.31,105.65,106.96,83.80
2040,85.79,75.53,63.95,99.19,79.04,70.73,86.37,96.73,77.13,99.68,91.02
2041,87.88,74.02,65.11,97.01,75.47,67.93,93.70,108.06,91.05,92.14,88.37
2042,95.71,81.30,67.34,106.54,95.97,82.31,99.70,108.73,88.34,108.16,95.76
2043,103.04,95.02,81.60,125.01,102.88,90.20,104.65,112.03,104.38,113.55,112.00
2044,92.59,80.97,74.87,96.97,82.62,75.68,97.17,102.34,91.53,101.62,89.22
2045,89.33,67.98,53.43,100.22,74.90,62.83,96.75,118.28,95.85,93.66,85.67
2046,98.97,91.76,78.30,118.21,95.09,90.33,97.70,105.49,90.83,111.43,109.49
2047,98.07,97.18,84.99,91.71,94.60,62.06,94.63,108.80,91.85,109.42,86.38
2048,99.48,96.85,74.72,122.35,97.92,90.30,95.98,106.77,90.49,118.87,104.54
2049,110.34,95.08,87.68,115.28,98.77,79.55,115.61,127.36,104.87,116.66,103.61
2050,99.92,96.89,82.73,100.64,93.52,82.61,98.36,108.58,86.90,117.54,97.68
2051,108.56,98.49,88.67,114.00,100.06,94.90,111.45,124.30,100.46,121.14,106.05
2052,107.59,98.55,92.19,116.29,99.13,87.89,108.56,116.45,104.61,115.47,104.60
2053,99.75,93.23,79.07,113.98,92.13,72.40,98.79,121.61,95.40,105.81,106.17
2054,107.06,93.71,89.00,101.46,91.15,82.66,113.32,123.54,104.84,114.78,94.90
2055,99.94,87.75,83.92,98.01,88.01,78.29,103.50,113.72,95.04,106.76,90.66
2056,109.89,112.60,89.46,126.34,113.05,100.78,105.55,112.05,96.08,128.49,115.69
2057,90.52,84.57,70.17,104.70,85.29,70.47,89.94,102.84,83.51,97.93,94.78
2058,100.42,99.54,78.97,130.50,103.95,101.57,98.67,96.69,83.37,119.51,112.72
2059,96.07,88.19,71.81,115.71,92.98,86.53,93.71,107.04,85.18,110.57,100.86
2060,115.92,108.71,92.08,140.36,112.93,102.82,118.78,120.39,104.09,128.44,121.76
2061,114.43,102.49,91.37,127.13,105.69,90.97,116.71,128.79,110.75,125.82,112.32
2062,117.34,108.84,91.64,134.56,107.87,102.43,116.46,133.54,109.53,130.49,120.79
2063,114.38,110.40,95.88,126.97,115.76,112.42,114.12,121.81,101.37,130.30,112.74
2064,101.06,93.03,81.14,117.23,89.33,80.98,101.01,122.28,95.04,101.10,102.65
2065,93.89,75.58,71.06,105.25,79.57,65.01,99.06,118.51,87.21,97.94,93.08
2066,129.71,118.43,97.97,153.84,125.85,121.57,132.81,148.60,126.52,143.45,137.40
2067,111.21,104.09,81.67,142.33,109.13,109.85,111.71,127.97,107.41,122.95,130.86
2068,107.49,104.63,92.71,124.23,99.92,99.44,108.80,109.28,99.11,119.15,112.34
2069,119.61,112.75,96.98,139.67,120.96,116.19,119.27,129.80,108.18,134.09,130.03
2070,106.96,103.65,85.15,127.26,104.85,111.62,105.21,117.21,92.56,122.28,118.89
2071,108.55,101.53,83.30,143.34,104.20,105.85,106.71,115.89,96.52,123.15,127.33
2072,109.89,107.84,93.85,139.63,110.07,105.53,105.83,110.04,96.36,129.92,123.63
2073,105.67,104.60,77.89,144.76,109.81,102.11,101.21,112.45,90.01,122.21,128.18
2074,112.25,116.74,94.55,147.41,126.01,120.15,105.40,108.63,99.93,134.58,122.10
2075,93.88,80.81,68.54,117.39,83.75,89.29,95.20,109.43,90.33,105.17,102.73
2076,100.27,97.18,73.07,122.27,103.83,91.75,97.58,109.70,87.71,115.18,115.83
2077,109.15,97.76,80.45,126.58,101.38,98.06,108.96,126.70,103.26,124.61,112.16
2078,123.76,117.19,102.68,133.27,120.32,110.68,125.05,132.84,117.07,135.24,125.41
2079,114.78,106.32,89.86,122.22,105.79,97.96,116.58,131.40,119.58,120.65,116.43
2080,108.67,96.70,86.66,128.46,103.71,98.36,108.30,123.52,94.87,116.16,108.39
2081,108.13,106.64,89.23,125.04,111.43,103.73,107.77,111.09,95.50,122.30,121.19
2082,122.61,120.61,102.38,144.51,123.15,115.94,117.27,131.20,105.00,139.91,130.90
2083,114.15,112.23,95.61,126.55,112.57,87.19,109.16,121.42,96.48,128.90,112.12
2084,90.52,83.47,70.26,102.01,82.86,71.99,89.60,99.92,79.05,108.49,99.97
2085,103.83,86.73,80.46,110.44,85.44,83.57,109.51,120.95,98.97,115.58,98.68
2086,132.34,130.41,116.25,161.00,121.12,122.40,132.47,138.06,122.06,141.68,151.49
2087,98.53,94.18,88.61,111.95,96.15,81.87,100.11,104.36,91.56,104.58,102.25
2088,95.34,85.43,70.30,110.00,89.54,74.94,95.42,108.93,90.75,107.39,100.36
2089,109.28,97.33,91.21,126.19,95.80,102.73,112.20,115.22,99.70,124.48,118.92
2090,107.31,92.65,81.71,122.89,96.64,87.73,110.51,124.78,105.73,118.86,107.35
2091,102.88,88.83,68.17,132.32,91.90,85.78,105.76,125.76,101.69,110.96,122.31
2092,108.13,94.38,90.21,119.78,96.85,87.35,110.75,114.82,97.84,120.80,110.50
2093,119.30,130.14,111.75,129.35,122.55,101.55,111.53,109.88,91.00,143.64,122.86
2094,93.34,99.12,80.47,117.15,104.56,83.71,84.40,91.14,79.59,113.11,108.75
2095,111.41,107.51,90.43,128.33,112.17,94.65,110.08,113.69,95.13,132.93,119.54
2096,103.31,98.30,82.14,121.62,97.54,96.26,106.79,106.52,98.10,110.99,111.81
2097,105.85,96.99,79.17,112.83,103.50,93.77,106.95,121.81,95.97,119.87,101.26
2098,105.20,91.20,78.52,103.16,95.63,89.51,109.51,118.47,103.28,120.80,94.54
2099,112.91,107.19,99.00,130.09,107.49,92.39,112.30,118.62,102.15,125.42,120.19
2100,116.06,110.87,94.66,130.78,105.09,102.48,116.89,135.89,107.22,124.69,120.90
